,playerID,nameFirst,nameLast,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,HBP,SH,SF,Years_Played,Af,Ef,DPf,HoF,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,G_p_percent,G_c_percent,G_1b_percent,G_2b_percent,G_3b_percent,G_ss_percent,G_lf_percent,G_cf_percent,G_rf_percent,G_of_percent,G_dh_percent,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,throws_R,bats_R,debutYear,finalYear,AVE,OBP,Slug_Percent,OPS
18855,welchfr01,Frank,Welch,1919-09-09,1927-08-13,738,2310,310,634,100,31,41,295.0,18.0,250,225.0,20.0,98.0,0.0,9,85.0,61.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738,0,0,0,0,0,0,41,192,391,621,0.0,15,723,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.2601626016260163,0.5298102981029811,0.8414634146341463,0.0,0.02032520325203252,0.9796747967479674,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1919.0,1927.0,0.27445887445887446,0.33756534727408516,0.3978354978354978,0.735400845109583
18856,welchha01,Harry,Welchonce,1911-04-17,1911-06-10,26,66,9,14,4,0,0,6.0,0.0,7,8.0,0.0,1.0,0.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,0,0,0,0,0,0,1,6,11,17,0.0,26,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.23076923076923078,0.4230769230769231,0.6538461538461539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1911.0,1911.0,0.21212121212121213,0.28378378378378377,0.2727272727272727,0.5565110565110565
18857,welchhe01,Herb,Welch,1925-09-15,1925-10-01,13,38,2,11,0,1,0,2.0,0.0,0,6.0,0.0,0.0,0.0,1,42.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0,13,0,0,0,0,0.0,0,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1925.0,1925.0,0.2894736842105263,0.2894736842105263,0.34210526315789475,0.631578947368421
18864,weldami01,Mike,Welday,1907-04-17,1909-07-08,53,109,5,22,1,1,0,5.0,2.0,10,30.0,0.0,6.0,0.0,2,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0,0,0,0,0,0,11,19,7,36,0.0,55,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.34545454545454546,0.12727272727272726,0.6545454545454545,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1907.0,1909.0,0.2018348623853211,0.256,0.22935779816513763,0.48535779816513763
18865,welfol01,Ollie,Welf,1916-08-30,1916-08-30,1,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1916.0,1916.0,,,,
18868,wellmbo01,Bob,Wellman,1948-09-23,1950-06-03,15,25,2,7,0,1,1,1.0,0.0,3,5.0,0.0,0.0,0.0,2,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,0,2,0,0,0,0,0,3,3,0.0,0,0,0,15,0,0,0,0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1948.0,1950.0,0.28,0.35714285714285715,0.48,0.8371428571428572
18869,wellmbr01,Brad,Wellman,1982-09-04,1989-10-01,441,927,97,214,30,2,6,77.0,26.0,59,176.0,7.0,13.0,7.0,8,831.0,37.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,0,0,0,276,43,99,0,1,0,1,4.0,0,0,0,0,0,441,0,0,0.0,0.0,0.0,0.6258503401360545,0.09750566893424037,0.22448979591836735,0.0,0.0022675736961451248,0.0,0.0022675736961451248,0.009070294784580499,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1982.0,1989.0,0.2308522114347357,0.2764067127344521,0.28694714131607335,0.5633538540505254
18871,wellsca01,Casper,Wells,2010-05-15,2013-09-28,277,688,92,158,31,4,25,81.0,6.0,57,201.0,11.0,2.0,0.0,4,21.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277,2,0,0,0,0,0,97,29,123,237,16.0,0,0,0,0,0,0,0,277,0.007220216606498195,0.0,0.0,0.0,0.0,0.0,0.35018050541516244,0.10469314079422383,0.44404332129963897,0.855595667870036,0.05776173285198556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,2010.0,2013.0,0.22965116279069767,0.29815303430079154,0.3953488372093023,0.6935018715100938
18874,wellsgr01,Greg,Wells,1981-08-10,1982-10-03,47,127,12,29,6,2,0,8.0,0.0,6,20.0,0.0,0.0,2.0,2,12.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,0,0,32,0,0,0,0,0,0,0,8.0,0,0,0,0,0,47,0,0,0.0,0.0,0.6808510638297872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702127659574468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1981.0,1982.0,0.2283464566929134,0.25925925925925924,0.30708661417322836,0.5663458734324875
18879,wellsle01,Leo,Wells,1942-04-16,1946-08-22,80,189,19,36,6,1,2,15.0,4.0,16,39.0,0.0,4.0,0.0,2,145.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0,0,0,0,44,14,0,0,0,0,0.0,0,0,35,45,0,0,0,0,0.0,0.0,0.0,0.0,0.55,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.5625,0.0,0.0,0.0,0.0,1,1,1942.0,1946.0,0.19047619047619047,0.24880382775119617,0.26455026455026454,0.5133540923014607
18882,wellsve01,Vernon,Wells,1999-08-30,2013-09-29,1731,6642,930,1794,379,34,270,958.0,109.0,472,956.0,31.0,2.0,65.0,15,74.0,25.0,14.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1731,0,0,1,1,1,0,253,1369,51,1659,53.0,0,0,0,0,0,0,1236,495,0.0,0.0,0.0005777007510109763,0.0005777007510109763,0.0005777007510109763,0.0,0.14615829000577701,0.7908723281340265,0.029462738301559793,0.9584055459272097,0.030618139803581745,0.0,0.0,0.0,0.0,0.0,0.0,0.7140381282495667,0.28596187175043325,1,1,1999.0,2013.0,0.27009936766034326,0.3184969495285635,0.45934959349593496,0.7778465430244985
18885,welshji01,Jimmy,Welsh,1925-04-14,1930-09-28,715,2684,387,778,127,47,35,288.0,37.0,156,144.0,47.0,106.0,0.0,6,109.0,55.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715,0,0,1,3,0,0,43,399,252,687,0.0,0,715,0,0,0,0,0,0,0.0,0.0,0.0013986013986013986,0.004195804195804196,0.0,0.0,0.06013986013986014,0.558041958041958,0.35244755244755244,0.9608391608391609,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1925.0,1930.0,0.28986587183308493,0.32776478449716007,0.4113263785394933,0.7390911630366533
18891,wendljo01,Joey,Wendle,2016-08-31,2019-07-24,175,596,76,175,35,6,9,77.0,18.0,44,115.0,9.0,2.0,12.0,3,364.0,9.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,0,0,0,133,20,10,16,0,1,17,0.0,0,0,0,0,0,0,0,175,0.0,0.0,0.0,0.76,0.11428571428571428,0.05714285714285714,0.09142857142857143,0.0,0.005714285714285714,0.09714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,2016.0,2019.0,0.2936241610738255,0.3438914027149321,0.41778523489932884,0.761676637614261
18894,wentzja01,Jack,Wentz,1891-04-15,1891-04-15,1,4,0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1891.0,1891.0,0.25,0.25,0.25,0.5
18895,wentzst01,Stan,Wentzel,1945-09-23,1945-09-30,4,19,3,4,0,1,0,6.0,1.0,0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0,0,4,0,4,0.0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1945.0,1945.0,0.21052631578947367,0.21052631578947367,0.3157894736842105,0.5263157894736842
18897,weraju01,Julie,Wera,1927-04-14,1929-10-06,43,54,8,15,3,0,1,10.0,0.0,2,6.0,1.0,1.0,0.0,2,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,0,0,0,0,22,0,0,0,0,0,0.0,0,43,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5116279069767442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1927.0,1929.0,0.2777777777777778,0.3103448275862069,0.3888888888888889,0.6992337164750958
18898,werbebi01,Billy,Werber,1930-06-25,1942-09-05,1295,5024,875,1363,271,50,78,539.0,215.0,701,363.0,32.0,88.0,0.0,11,2695.0,269.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296,0,0,0,3,1144,96,40,2,8,50,0.0,0,1198,98,0,0,0,0,0,0.0,0.0,0.0,0.0023148148148148147,0.8827160493827161,0.07407407407407407,0.030864197530864196,0.0015432098765432098,0.006172839506172839,0.038580246913580245,0.0,0.0,0.9243827160493827,0.07561728395061729,0.0,0.0,0.0,0.0,0.0,1,1,1930.0,1942.0,0.27129777070063693,0.35859709153122327,0.39171974522292996,0.7503168367541533
18899,werdepe01,Perry,Werden,1884-04-24,1897-10-03,695,2746,444,774,109,87,26,0.0,0.0,282,0.0,0.0,0.0,0.0,7,459.0,167.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695,16,0,669,0,0,0,7,5,3,15,0.0,695,0,0,0,0,0,0,0,0.02302158273381295,0.0,0.962589928057554,0.0,0.0,0.0,0.010071942446043165,0.007194244604316547,0.004316546762589928,0.02158273381294964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1884.0,1897.0,0.28186453022578295,0.3487450462351387,0.41332847778587034,0.762073524021009
18900,werhajo01,Johnny,Werhas,1964-04-14,1967-09-30,89,168,15,29,3,2,2,14.0,0.0,24,39.0,1.0,2.0,3.0,3,86.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,0,0,5,0,58,0,1,0,0,1,0.0,0,0,0,0,89,0,0,0,0.0,0.0,0.056179775280898875,0.0,0.651685393258427,0.0,0.011235955056179775,0.0,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1964.0,1967.0,0.17261904761904762,0.2727272727272727,0.25,0.5227272727272727
18905,werrijo01,Joe,Werrick,1884-09-27,1888-10-14,392,1534,217,383,53,34,10,0.0,0.0,102,0.0,0.0,0.0,0.0,4,795.0,251.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,0,0,0,8,361,20,3,0,0,3,0.0,392,0,0,0,0,0,0,0,0.0,0.0,0.0,0.02040816326530612,0.9209183673469388,0.05102040816326531,0.007653061224489796,0.0,0.0,0.007653061224489796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1884.0,1888.0,0.24967405475880053,0.29645476772616136,0.34810951760104303,0.6445642853272044
18906,wertdo01,Don,Wert,1963-05-11,1971-06-11,1110,3840,417,929,129,15,77,366.0,22.0,389,529.0,31.0,56.0,30.0,9,2097.0,102.0,193.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1110,0,0,0,25,1042,26,0,0,0,0,0.0,0,0,0,0,1110,0,0,0,0.0,0.0,0.0,0.02252252252252252,0.9387387387387387,0.023423423423423424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1963.0,1971.0,0.24192708333333332,0.31040036815462496,0.34348958333333335,0.6538899514879584
18907,werthde01,Dennis,Werth,1979-09-17,1982-09-27,117,139,28,29,4,0,3,15.0,1.0,28,33.0,0.0,5.0,0.0,4,24.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,0,6,67,0,1,0,8,0,8,15,15.0,0,0,0,0,0,117,0,0,0.0,0.05128205128205128,0.5726495726495726,0.0,0.008547008547008548,0.0,0.06837606837606838,0.0,0.06837606837606838,0.1282051282051282,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1979.0,1982.0,0.20863309352517986,0.3313953488372093,0.302158273381295,0.6335536222185043
18908,werthja01,Jayson,Werth,2002-09-01,2017-10-01,1583,5484,883,1465,300,22,229,799.0,132.0,764,1450.0,64.0,4.0,50.0,15,90.0,44.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1583,0,0,1,0,0,0,459,134,1020,1505,21.0,0,0,0,0,0,0,619,964,0.0,0.0,0.0006317119393556538,0.0,0.0,0.0,0.2899557801642451,0.08464939987365762,0.6443461781427668,0.950726468730259,0.013265950726468731,0.0,0.0,0.0,0.0,0.0,0.0,0.3910296904611497,0.6089703095388502,1,1,2002.0,2017.0,0.2671407731582786,0.3601947847942193,0.4551422319474836,0.8153370167417029
18911,wertzde01,Dwight,Wertz,1914-05-23,1914-05-26,3,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,1,0,0,1,1,0.0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1914.0,1914.0,,,,
18912,wertzvi01,Vic,Wertz,1947-04-15,1963-09-19,1862,6099,867,1692,289,42,266,1178.0,9.0,828,842.0,27.0,24.0,0.0,17,519.0,112.0,557.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1862,0,0,715,0,0,0,106,3,781,887,0.0,0,0,0,1821,41,0,0,0,0.0,0.0,0.38399570354457574,0.0,0.0,0.0,0.05692803437164339,0.001611170784103115,0.41944146079484423,0.47636949516648763,0.0,0.0,0.0,0.0,0.9779806659505907,0.02201933404940924,0.0,0.0,0.0,1,0,1947.0,1963.0,0.27742252828332514,0.3650042992261393,0.4694212165928841,0.8344255158190235
18913,wessiji01,Jim,Wessinger,1979-08-04,1979-09-24,10,7,2,0,0,0,0,0.0,0.0,1,4.0,0.0,0.0,0.0,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,10,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1979.0,1979.0,0.0,0.125,0.0,0.125
18914,wessoba01,Barry,Wesson,2002-07-15,2003-09-28,25,31,3,6,0,1,1,4.0,1.0,1,9.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,8,9,7,24,1.0,0,0,0,0,0,0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.36,0.28,0.96,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,2002.0,2003.0,0.1935483870967742,0.21875,0.3548387096774194,0.5735887096774194
18915,westbi01,Billy,West,1874-05-22,1876-09-09,10,39,4,8,1,0,0,2.0,0.0,1,2.0,0.0,0.0,0.0,2,36.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,10,0,1,0,0,0,0,0.0,10,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1874.0,1876.0,0.20512820512820512,0.225,0.23076923076923078,0.4557692307692308
18917,westbu01,Buck,West,1884-08-24,1890-09-18,70,282,40,69,8,9,3,44.0,0.0,9,0.0,1.0,0.0,0.0,2,10.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,0,0,0,0,0,0,37,33,70,0.0,70,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5285714285714286,0.4714285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1884.0,1890.0,0.24468085106382978,0.2705479452054795,0.36879432624113473,0.6393422714466142
18921,westeos01,Oscar,Westerberg,1907-09-05,1907-09-07,2,6,0,2,0,0,0,1.0,0.0,1,1.0,0.0,0.0,0.0,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,0,0,0,0,0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1907.0,1907.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.7619047619047619
18925,westlji01,Jim,Westlake,1955-04-16,1955-04-16,1,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1955.0,1955.0,0.0,0.0,0.0,0.0
18926,westlwa01,Wally,Westlake,1947-04-15,1956-05-12,958,3117,474,848,107,33,127,539.0,19.0,317,453.0,33.0,26.0,0.0,10,145.0,45.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,958,0,0,0,0,34,0,138,366,376,839,0.0,0,0,0,958,0,0,0,0,0.0,0.0,0.0,0.0,0.03549060542797495,0.0,0.1440501043841336,0.38204592901878914,0.3924843423799583,0.8757828810020877,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1947.0,1956.0,0.2720564645492461,0.34297165760091614,0.4497914661533526,0.7927631237542687
18927,westma01,Max,West,1928-09-18,1929-10-05,12,29,5,8,2,1,0,2.0,0.0,5,1.0,0.0,2.0,0.0,2,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,0,2,5,1,8,0.0,0,12,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1928.0,1929.0,0.27586206896551724,0.3611111111111111,0.41379310344827586,0.774904214559387
18928,westma02,Max,West,1938-04-19,1948-10-01,824,2676,338,681,136,20,77,380.0,19.0,353,340.0,13.0,15.0,0.0,7,146.0,49.0,129.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,824,0,0,160,0,0,0,339,113,174,589,0.0,0,530,134,160,0,0,0,0,0.0,0.0,0.1941747572815534,0.0,0.0,0.0,0.41140776699029125,0.13713592233009708,0.2111650485436893,0.7148058252427184,0.0,0.0,0.6432038834951457,0.16262135922330098,0.1941747572815534,0.0,0.0,0.0,0.0,1,0,1938.0,1948.0,0.25448430493273544,0.34249263984298334,0.40657698056801195,0.7490696204109952
18930,westoal01,Al,Weston,1929-06-29,1929-07-08,3,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0.0,0,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1929.0,1929.0,0.0,0.0,0.0,0.0
18933,westsa01,Sam,West,1927-04-17,1942-09-24,1753,6148,934,1838,347,101,75,838.0,53.0,696,540.0,5.0,123.0,0.0,16,164.0,81.0,64.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1753,0,0,29,0,0,0,101,1446,29,1572,0.0,0,1704,49,0,0,0,0,0,0.0,0.0,0.01654306902452938,0.0,0.0,0.0,0.057615516257843696,0.8248716486023959,0.01654306902452938,0.8967484312606959,0.0,0.0,0.9720479178551056,0.027952082144894468,0.0,0.0,0.0,0.0,0.0,0,0,1927.0,1942.0,0.2989590110605075,0.3641709695926563,0.4248536109303839,0.7890245805230403
18935,wetheje01,Jeff,Wetherby,1989-06-07,1989-10-01,52,48,5,10,2,1,1,7.0,1.0,4,6.0,0.0,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,0,0,0,0,0,0,7,0,2,9,0.0,0,0,0,0,0,52,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.038461538461538464,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1989.0,1989.0,0.20833333333333334,0.2545454545454545,0.3541666666666667,0.6087121212121211
18938,wetzedu01,Dutch,Wetzel,1920-09-15,1921-10-02,68,140,21,34,3,1,2,15.0,0.0,13,21.0,1.0,1.0,0.0,2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,0,0,0,0,0,0,17,5,11,33,0.0,0,68,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.07352941176470588,0.16176470588235295,0.4852941176470588,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1920.0,1921.0,0.24285714285714285,0.3096774193548387,0.32142857142857145,0.6311059907834102
18943,whalebi01,Bill,Whaley,1923-04-18,1923-10-06,23,50,5,12,2,1,0,1.0,0.0,4,2.0,1.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,0,0,0,0,0,3,8,2,13,0.0,0,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.34782608695652173,0.08695652173913043,0.5652173913043478,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1923.0,1923.0,0.24,0.30357142857142855,0.32,0.6235714285714286
18951,wheelbo01,Bobby,Wheelock,1887-05-19,1891-09-27,236,854,138,201,25,4,3,70.0,106.0,118,0.0,2.0,0.0,0.0,3,708.0,136.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,0,0,0,4,0,208,9,1,18,28,0.0,236,0,0,0,0,0,0,0,0.0,0.0,0.0,0.01694915254237288,0.0,0.8813559322033898,0.038135593220338986,0.00423728813559322,0.07627118644067797,0.11864406779661017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1887.0,1891.0,0.23536299765807964,0.3295687885010267,0.28454332552693207,0.6141121140279588
18953,wheeldi01,Dick,Wheeler,1918-06-13,1918-06-17,3,6,0,0,0,0,0,0.0,0.0,0,3.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,2,0,0,2,0.0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1918.0,1918.0,0.0,0.0,0.0,0.0
18955,wheeled01,Ed,Wheeler,1902-05-10,1902-09-30,30,96,4,12,0,0,0,5.0,1.0,3,14.0,0.0,2.0,0.0,1,54.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0,0,0,10,11,5,0,0,0,0,0.0,30,0,0,0,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.36666666666666664,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1902.0,1902.0,0.125,0.1485148514851485,0.125,0.27351485148514854
18956,wheeled02,Ed,Wheeler,1945-04-19,1945-09-22,46,72,12,14,2,0,0,1.0,1.0,8,13.0,0.0,1.0,0.0,1,23.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,0,0,0,3,14,11,0,0,0,0,0.0,0,0,46,0,0,0,0,0,0.0,0.0,0.0,0.06521739130434782,0.30434782608695654,0.2391304347826087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1945.0,1945.0,0.19444444444444445,0.2716049382716049,0.2222222222222222,0.49382716049382713
18959,wheelge02,George,Wheeler,1910-07-27,1910-08-03,3,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1910.0,1910.0,0.0,0.0,0.0,0.0
18960,wheelha01,Harry,Wheeler,1878-06-19,1884-10-15,257,1122,152,256,29,21,2,0.0,0.0,23,0.0,0.0,0.0,0.0,6,56.0,120.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,14,0,12,1,0,0,115,40,82,237,0.0,257,0,0,0,0,0,0,0,0.054474708171206226,0.0,0.04669260700389105,0.0038910505836575876,0.0,0.0,0.4474708171206226,0.1556420233463035,0.31906614785992216,0.9221789883268483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1878.0,1884.0,0.2281639928698752,0.24366812227074236,0.2967914438502674,0.5404595661210098
18963,wheelry01,Ryan,Wheeler,2012-07-20,2014-07-04,109,206,18,48,10,1,3,30.0,1.0,15,44.0,0.0,0.0,4.0,3,58.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,0,0,16,0,36,0,1,0,0,1,0.0,0,0,0,0,0,0,0,109,0.0,0.0,0.14678899082568808,0.0,0.3302752293577982,0.0,0.009174311926605505,0.0,0.0,0.009174311926605505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,2012.0,2014.0,0.23300970873786409,0.28,0.33495145631067963,0.6149514563106797
